"FeatureId","SaveDomainId","PersistentExpectation","CoverageStatus","SchemaOwner","CurrentImplementation","EvidenceOrReason","UnloadedCellPolicy","ReplacementPolicy","OwningMilestone","Notes"
"P1.NPC.023","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.024","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.025","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.026","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.027","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.028","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.029","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.030","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.031","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.032","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.033","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.034","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.035","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.036","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.037","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.038","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NPC.039","npc.state","Persistent","Planned","MSC.NPC.Runtime + MSC.Save.Integration","Nothing; no Characters/NPC module","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
