"FeatureId","Domain","FeatureName","Required","DonorVersionEvidence","DonorSources","PlayerVisibleBehavior","Dependencies","CurrentImplementation","Status","LegacyPresentation","SaveCoverage","UITelemetry","AudioCoverage","TestCoverage","KnownDifferences","OwnerMilestone","HumanDecision","Notes"
"P1.NEEDS.010","Needs","Курение и stress effects","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen PLAYER/Systems FSM metadata; UI captures; supporting item evidence","Курение и stress effects","GameTime; Player; Items; Save","Cigarette item consumes one of 20 units and queues provisional stress/fatigue effects","PartiallyImplemented","Temporary project-owned smoking viewmodel; acquisition/audio/final presentation pending","items.instances + player.needs schema 3","HUD/needs state; exact donor coefficients remain hidden pending calibration","Catalog rebuild PASS; focused needs/save tests PASS","Manual comparison blocked until Teimo acquisition flow exists","Rates, thresholds and modifiers require frozen-version capture","09C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.NEEDS.011","Needs","Кофе и fatigue effects","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen PLAYER/Systems FSM metadata; UI captures; supporting item evidence","Кофе и fatigue effects","GameTime; Player; Items; Save","08A HUD placeholder only; no production provider","EvidenceCaptured","08A HUD category exists where applicable; item animations missing","None","HUD shows unavailable state; no hidden exact percentages","None","None","Rates, thresholds and modifiers require frozen-version capture","09C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.NEEDS.012","Needs","Мочеиспускание в мире","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen PLAYER/Systems FSM metadata; UI captures; supporting item evidence","Мочеиспускание в мире","GameTime; Player; Items; Save","Project-owned P action drains urine progressively over 2.5–7.5 real seconds and adds dirtiness after minimum-threshold validation","PartiallyImplemented","Temporary visible stream without hands and action message; final audio/presentation pending","player.needs schema 3; transient action cancels safely on restore","Existing HUD urine/dirtiness bars","Needs/life-action EditMode 5/5","Manual world-action comparison pending","Duration, minimum threshold and dirtiness coefficient are provisional","09C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.NEEDS.013","Needs","Сон, пробуждение и time advance","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen PLAYER/Systems FSM metadata; UI captures; supporting item evidence","Сон, пробуждение и time advance","GameTime; Player; Items; Save","Project-owned furniture targets advance shared time/weather/wetness/needs by a provisional eight hours and relieve fatigue/stress","PartiallyImplemented","Player bed, parents' bed and living-room sofa use thin surface interactions; temporary camera lower/tilt and black transition; final audio/presentation pending","core.time + player.needs schema 3","Existing HUD time and needs bars","Needs/life-action EditMode 5/5; runtime/bootstrap assemblies compile","Manual three-target/weather/save comparison pending","Duration and relief coefficients are provisional","09C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.NEEDS.014","Needs","Здоровье, болезнь, injury и death triggers","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen PLAYER/Systems FSM metadata; UI captures; supporting item evidence","Здоровье, болезнь, injury и death triggers","GameTime; Player; Items; Save","08A HUD placeholder only; no production provider","EvidenceCaptured","08A HUD category exists where applicable; item animations missing","None","HUD shows unavailable state; no hidden exact percentages","None","None","Rates, thresholds and modifiers require frozen-version capture","09C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.HOME.001","Home","Домашнее электричество, выключатели и приборы","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen YARD/CABIN/COTTAGE/Systems hierarchy and FSM metadata","Домашнее электричество, выключатели и приборы","World anchors; Interaction; Items; Needs; Save","Project-owned domestic runtime owns independent saved stove, television and electric-sauna switch state; a complete electrical/resource network is not implemented","PartiallyImplemented","Temporary donor fixtures plus project-owned interaction anchors; finished device animation/VFX pending","home.state schema 1 + save document 6 migration","Context prompts, action messages and home.status diagnostics","No routed device audio yet","Home/runtime and Bootstrap compilation; home migration EditMode 3/3; manual fixture pass pending","No fuse/circuit, billing/resource, animation or donor-calibrated electrical rules","09C","Pending","Project-owned action IDs; runtime does not depend on donor names or hierarchy"
"P1.HOME.002","Home","Вода, краны и душ","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen YARD/CABIN/COTTAGE/Systems hierarchy and FSM metadata","Вода, краны и душ","World anchors; Interaction; Items; Needs; Save","Project-owned kitchen tap open/drink/close flow and independent shower switch/valve; water queues delayed thirst/urine effects and shower cleans only inside its local radius","PartiallyImplemented","Temporary donor fixtures plus project-owned interaction anchors; no water stream or control animation yet","home.state schema 1 + player.needs schema 3 + save document 6 migration","Dynamic context prompts, action messages, needs HUD and home.status","No routed water/shower audio yet","Home/runtime and Bootstrap compilation; home migration EditMode 3/3; manual water/shower pass pending","No water resource, temperature, final VFX/audio or donor-calibrated coefficients","09C","Pending","Project-owned action IDs and typed needs-effect boundary; no donor hierarchy lookup"
"P1.HOME.003","Home","Сауна: печь, камни, температура и пар","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen YARD/CABIN/COTTAGE/Systems hierarchy and FSM metadata","Сауна: печь, камни, температура и пар","World anchors; Interaction; Items; Needs; Save","Project-owned electric-sauna power, 30/60/90-minute timer, authoritative game-time heating/cooling, minimum-temperature steam gate and decaying steam state","PartiallyImplemented","Temporary donor sauna geometry plus project-owned interaction anchors; steam and heater presentation pending","home.state schema 1 + save document 6 migration","Context prompts, action messages and home.status temperature/timer diagnostics","No routed heater/steam audio yet","Home/runtime and Bootstrap compilation; home migration EditMode 3/3; manual sauna pass pending","No bucket/dipper consumption, player heat effects, wood sauna, fire safety, VFX/audio or donor-calibrated coefficients","09C","Pending","Project-owned action IDs and state authority; no donor runtime/controller dependency"
"P1.HOME.004","Home","Дрова и огонь печи/камина","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen YARD/CABIN/COTTAGE/Systems hierarchy and FSM metadata","Дрова и огонь печи/камина","World anchors; Interaction; Items; Needs; Save","Project-owned saved fireplace-lit foundation and explicit interaction action only; wood, ignition, fuel, heat and fire simulation remain absent","PartiallyImplemented","Temporary donor fireplace geometry plus project-owned interaction anchor; no fire presentation yet","home.state schema 1 + save document 6 migration","Context prompt, action message and home.status flag","No routed fire audio yet","Home/runtime and Bootstrap compilation; save migration coverage; manual toggle pass pending","Placeholder state toggle is not a claim of wood/fire gameplay parity","09C","Pending","Project-owned stable action ID; remaining fire loop requires donor evidence and separate implementation"
"P1.HOME.005","Home","Сон в доступных местах","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen YARD/CABIN/COTTAGE/Systems hierarchy and FSM metadata","Сон в доступных местах","World anchors; Interaction; Items; Needs; Save","Project-owned sleep surfaces exist on the player bed, parents' bed and living-room sofa; other donor-evidenced locations remain pending","PartiallyImplemented","Temporary donor furniture plus project-owned interaction/presentation","core.time + player.needs schema 3","Context prompt and existing HUD feedback","Wwise hooks partial only","Needs/life-action EditMode 5/5; manual three-target pass pending","Cottage/other reachable sleep places and exact resource/heat/time rules remain pending","09C","Pending","Project-owned ID; runtime must not depend on donor names or hierarchy"
"P1.HOME.006","Home","Холодильник/хранение еды и бытовые контейнеры","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen YARD/CABIN/COTTAGE/Systems hierarchy and FSM metadata","Холодильник/хранение еды и бытовые контейнеры","World anchors; Interaction; Items; Needs; Save","A versioned saved fridge-power field exists as a compatibility foundation; no physical interaction target, storage inventory or spoilage modifier is implemented","PartiallyImplemented","Temporary donor refrigerator geometry only; project-owned presentation binding pending","home.state schema 1 + save document 6 migration for the foundational flag","home.status reports the field for diagnostics only","None","DTO validation and save migration coverage; no player-flow test claimed","Not player-complete: door/opening, storage, spoilage, power effects and container workflow remain pending","09C","Pending","Foundational state is intentionally not exposed as a fake finished refrigerator interaction"
